"Teléfono","Nombre","Categoría","Mensaje Texto","Link Directo WhatsApp"
"5492604545545","LA ALICIA (Restaurante & Hotel de campo)","Gastronomía","¡Hola Propietarios de *LA ALICIA (Restaurante & Hotel de campo)*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Gastronomía* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604545545?text=%C2%A1Hola%20Propietarios%20de%20*LA%20ALICIA%20(Restaurante%20%26%20Hotel%20de%20campo)*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Gastronom%C3%ADa*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604429107","SR. CAFE (Café- Bar)","Gastronomía","¡Hola Propietarios de *SR. CAFE (Café- Bar)*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Gastronomía* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604429107?text=%C2%A1Hola%20Propietarios%20de%20*SR.%20CAFE%20(Caf%C3%A9-%20Bar)*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Gastronom%C3%ADa*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604422016","LA DELICIA Helados Artesanales","Gastronomía","¡Hola Propietarios de *LA DELICIA Helados Artesanales*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Gastronomía* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604422016?text=%C2%A1Hola%20Propietarios%20de%20*LA%20DELICIA%20Helados%20Artesanales*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Gastronom%C3%ADa*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604126964","BARRICAS BODEGON MENDOCINO - Parrilla","Gastronomía","¡Hola Propietarios de *BARRICAS BODEGON MENDOCINO - Parrilla*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Gastronomía* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604126964?text=%C2%A1Hola%20Propietarios%20de%20*BARRICAS%20BODEGON%20MENDOCINO%20-%20Parrilla*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Gastronom%C3%ADa*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604430047","Hotel Kalton – 3 Estrellas","Hoteles","¡Hola Propietarios de *Hotel Kalton – 3 Estrellas*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Hoteles* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604430047?text=%C2%A1Hola%20Propietarios%20de%20*Hotel%20Kalton%20%E2%80%93%203%20Estrellas*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Hoteles*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604422732","Hotel Alas- 1 Estrella","Hoteles","¡Hola Propietarios de *Hotel Alas- 1 Estrella*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Hoteles* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604422732?text=%C2%A1Hola%20Propietarios%20de%20*Hotel%20Alas-%201%20Estrella*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Hoteles*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604670625","Cabañas Expoarte -Las Paredes","Cabañas","¡Hola Propietarios de *Cabañas Expoarte -Las Paredes*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Cabañas* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604670625?text=%C2%A1Hola%20Propietarios%20de%20*Caba%C3%B1as%20Expoarte%20-Las%20Paredes*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Caba%C3%B1as*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604317897","SABORES DE MI PUEBLO - Villa 25 de Mayo","Gastronomía","¡Hola Propietarios de *SABORES DE MI PUEBLO - Villa 25 de Mayo*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Gastronomía* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604317897?text=%C2%A1Hola%20Propietarios%20de%20*SABORES%20DE%20MI%20PUEBLO%20-%20Villa%2025%20de%20Mayo*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Gastronom%C3%ADa*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604429351","Hotel Francia - Ciudad","Hoteles","¡Hola Propietarios de *Hotel Francia - Ciudad*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Hoteles* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604429351?text=%C2%A1Hola%20Propietarios%20de%20*Hotel%20Francia%20-%20Ciudad*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Hoteles*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
"5492604223945","Cabañas Espejos Del Río – Rama Caída","Cabañas","¡Hola Propietarios de *Cabañas Espejos Del Río – Rama Caída*! 👋

Somos del equipo de *San Rafael 360*. Somos la guía local de San Rafael. Vimos que su rubro es *Cabañas* y estamos armando el directorio digital más completo de la ciudad.

Los invitamos a revisar vuestro perfil y cualquier otro que quieran consultar para que vean los distintos formatos que ofrecemos.

👉 Pueden verlo:
Ingresando en www.sanrafael360.com o si tienes celular con Android descargando la app de Play Store https://play.google.com/store/apps/details?id=com.sanrafael360.www.twa

Contratando el plan PREMIUM por $25.000 el trimestre y si eliges el pago anual con un 20% de descuento abonas solamente $80.000. 

Por este plan acceden a cargar una galería completa de fotos, videos, ubicación al instante con Google Maps, links a redes sociales, WhatsApp y más.

Si les interesa participar pueden responder a este mismo mensaje de WhatsApp.","https://wa.me/5492604223945?text=%C2%A1Hola%20Propietarios%20de%20*Caba%C3%B1as%20Espejos%20Del%20R%C3%ADo%20%E2%80%93%20Rama%20Ca%C3%ADda*!%20%F0%9F%91%8B%0A%0ASomos%20del%20equipo%20de%20*San%20Rafael%20360*.%20Somos%20la%20gu%C3%ADa%20local%20de%20San%20Rafael.%20Vimos%20que%20su%20rubro%20es%20*Caba%C3%B1as*%20y%20estamos%20armando%20el%20directorio%20digital%20m%C3%A1s%20completo%20de%20la%20ciudad.%0A%0ALos%20invitamos%20a%20revisar%20vuestro%20perfil%20y%20cualquier%20otro%20que%20quieran%20consultar%20para%20que%20vean%20los%20distintos%20formatos%20que%20ofrecemos.%0A%0A%F0%9F%91%89%20Pueden%20verlo%3A%0AIngresando%20en%20www.sanrafael360.com%20o%20si%20tienes%20celular%20con%20Android%20descargando%20la%20app%20de%20Play%20Store%20https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.sanrafael360.www.twa%0A%0AContratando%20el%20plan%20PREMIUM%20por%20%2425.000%20el%20trimestre%20y%20si%20eliges%20el%20pago%20anual%20con%20un%2020%25%20de%20descuento%20abonas%20solamente%20%2480.000.%20%0A%0APor%20este%20plan%20acceden%20a%20cargar%20una%20galer%C3%ADa%20completa%20de%20fotos%2C%20videos%2C%20ubicaci%C3%B3n%20al%20instante%20con%20Google%20Maps%2C%20links%20a%20redes%20sociales%2C%20WhatsApp%20y%20m%C3%A1s.%0A%0ASi%20les%20interesa%20participar%20pueden%20responder%20a%20este%20mismo%20mensaje%20de%20WhatsApp."
